Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
1004.5,0.0
1005.5,0.0
1006.5,0.0
1007.5,0.0
1008.5,0.0
1009.5,0.0
1010.5,0.0
1011.5,0.0
1012.5,0.0
1013.5,0.0
1014.5,0.0
1015.5,119.29
1016.5,321.934
1017.5,514.038
1018.5,613.268
1019.5,688.888
1020.5,724.985
1021.5,676.9839999999999
1022.5,606.447
1023.5,456.84
1024.5,242.446
1025.5,4.4982
1026.5,0.0
1027.5,0.0
1028.5,0.0
1029.5,0.0
1030.5,0.0
1031.5,0.0
1032.5,0.0
1033.5,0.0
1034.5,0.0
1035.5,0.0
1036.5,0.0
1037.5,0.0
1038.5,0.0
1039.5,94.5195
1040.5,301.816
1041.5,514.1709999999999
1042.5,604.061
1043.5,543.919
1044.5,633.062
1045.5,547.168
1046.5,486.2
1047.5,429.38199999999995
1048.5,248.111
1049.5,8.18235
1050.5,0.0
1051.5,0.0
1052.5,0.0
1053.5,0.0
1054.5,0.0
1055.5,0.0
1056.5,0.0
1057.5,0.0
1058.5,0.0
1059.5,0.0
1060.5,0.0
1061.5,0.0
1062.5,0.0
1063.5,128.373
1064.5,340.125
1065.5,542.2669999999999
1066.5,647.874
1067.5,700.799
1068.5,677.502
1069.5,638.747
1070.5,545.285
1071.5,395.157
1072.5,219.843
1073.5,3.8997300000000004
1074.5,0.0
1075.5,0.0
1076.5,0.0
1077.5,0.0
1078.5,0.0
1079.5,0.0
1080.5,0.0
1081.5,0.0
1082.5,0.0
1083.5,0.0
1084.5,0.0
1085.5,0.0
1086.5,0.0
1087.5,25.423000000000002
1088.5,55.9794
1089.5,98.0463
1090.5,145.88299999999998
1091.5,189.82299999999998
1092.5,190.985
1093.5,158.74200000000002
1094.5,145.668
1095.5,95.955
1096.5,47.3752
1097.5,0.0
1098.5,0.0
1099.5,0.0
1100.5,0.0
1101.5,0.0
1102.5,0.0
1103.5,0.0
1104.5,0.0
1105.5,0.0
1106.5,0.0
1107.5,0.0
1108.5,0.0
1109.5,0.0
1110.5,0.0
1111.5,124.529
1112.5,372.62199999999996
1113.5,499.75199999999995
1114.5,642.9069999999999
1115.5,670.9010000000001
1116.5,650.825
1117.5,583.568
1118.5,509.47
1119.5,395.49699999999996
1120.5,233.565
1121.5,5.22118
1122.5,0.0
1123.5,0.0
1124.5,0.0
1125.5,0.0
1126.5,0.0
1127.5,0.0
1128.5,0.0
1129.5,0.0
1130.5,0.0
1131.5,0.0
1132.5,0.0
1133.5,0.0
1134.5,0.0
1135.5,142.366
1136.5,430.499
1137.5,335.779
1138.5,293.067
1139.5,286.205
1140.5,188.114
1141.5,232.42
1142.5,360.93199999999996
1143.5,190.248
1144.5,64.4398
1145.5,0.0
1146.5,0.0
1147.5,0.0
1148.5,0.0
1149.5,0.0
1150.5,0.0
1151.5,0.0
1152.5,0.0
1153.5,0.0
1154.5,0.0
1155.5,0.0
1156.5,0.0
1157.5,0.0
1158.5,0.0
1159.5,126.53200000000001
1160.5,302.089
1161.5,481.093
1162.5,601.238
1163.5,655.164
1164.5,729.97
1165.5,605.04
1166.5,434.846
1167.5,250.49400000000003
1168.5,196.898
1169.5,6.97422
1170.5,0.0
1171.5,0.0
1172.5,0.0
1173.5,0.0
1174.5,0.0
1175.5,0.0
1176.5,0.0
1177.5,0.0
1178.5,0.0
1179.5,0.0
1180.5,0.0
1181.5,0.0
1182.5,0.0
1183.5,124.417
1184.5,292.178
1185.5,410.629
1186.5,493.814
1187.5,501.81300000000005
1188.5,636.326
1189.5,551.47
1190.5,456.98
1191.5,295.185
1192.5,173.62900000000002
1193.5,7.502619999999999
1194.5,0.0
1195.5,0.0
1196.5,0.0
1197.5,0.0
1198.5,0.0
1199.5,0.0
1200.5,0.0
1201.5,0.0
1202.5,0.0
1203.5,0.0
1204.5,0.0
1205.5,0.0
1206.5,0.0
1207.5,150.362
1208.5,364.98199999999997
1209.5,533.099
1210.5,658.034
1211.5,724.549
1212.5,738.7769999999999
1213.5,699.826
1214.5,601.804
1215.5,467.17800000000005
1216.5,254.157
1217.5,9.6869
1218.5,0.0
1219.5,0.0
1220.5,0.0
1221.5,0.0
1222.5,0.0
1223.5,0.0
1224.5,0.0
1225.5,0.0
1226.5,0.0
1227.5,0.0
1228.5,0.0
1229.5,0.0
1230.5,0.0
1231.5,8.20576
1232.5,48.7817
1233.5,102.961
1234.5,136.208
1235.5,192.977
1236.5,196.86599999999999
1237.5,146.944
1238.5,127.296
1239.5,103.29799999999999
1240.5,53.5116
1241.5,0.0
1242.5,0.0
1243.5,0.0
1244.5,0.0
1245.5,0.0
1246.5,0.0
1247.5,0.0
1248.5,0.0
1249.5,0.0
1250.5,0.0
1251.5,0.0
1252.5,0.0
1253.5,0.0
1254.5,0.0
1255.5,7.43571
1256.5,29.2963
1257.5,48.7557
1258.5,66.5739
1259.5,80.7615
1260.5,83.1138
1261.5,76.6401
1262.5,57.1648
1263.5,33.7999
1264.5,15.9388
1265.5,0.0
1266.5,0.0
1267.5,0.0
1268.5,0.0
1269.5,0.0
1270.5,0.0
1271.5,0.0
1272.5,0.0
1273.5,0.0
1274.5,0.0
1275.5,0.0
1276.5,0.0
1277.5,0.0
1278.5,0.0
1279.5,147.067
1280.5,368.86800000000005
1281.5,567.052
1282.5,697.573
1283.5,759.903
1284.5,750.43
1285.5,713.549
1286.5,622.217
1287.5,465.31800000000004
1288.5,246.13299999999998
1289.5,10.5479
1290.5,0.0
1291.5,0.0
1292.5,0.0
1293.5,0.0
1294.5,0.0
1295.5,0.0
1296.5,0.0
1297.5,0.0
1298.5,0.0
1299.5,0.0
1300.5,0.0
1301.5,0.0
1302.5,0.0
1303.5,148.09799999999998
1304.5,359.82199999999995
1305.5,547.161
1306.5,639.594
1307.5,712.204
1308.5,730.7439999999999
1309.5,690.2
1310.5,574.1080000000001
1311.5,404.55300000000005
1312.5,209.08900000000003
1313.5,8.10397
1314.5,0.0
1315.5,0.0
1316.5,0.0
1317.5,0.0
1318.5,0.0
1319.5,0.0
1320.5,0.0
1321.5,0.0
1322.5,0.0
1323.5,0.0
1324.5,0.0
1325.5,0.0
1326.5,0.0
1327.5,160.137
1328.5,379.31800000000004
1329.5,565.151
1330.5,695.232
1331.5,763.049
1332.5,774.819
1333.5,731.755
1334.5,626.052
1335.5,473.81300000000005
1336.5,258.243
1337.5,13.6186
1338.5,0.0
1339.5,0.0
1340.5,0.0
1341.5,0.0
1342.5,0.0
1343.5,0.0
1344.5,0.0
1345.5,0.0
1346.5,0.0
1347.5,0.0
1348.5,0.0
1349.5,0.0
1350.5,0.0
1351.5,138.287
1352.5,352.57800000000003
1353.5,540.13
1354.5,646.087
1355.5,679.6560000000001
1356.5,671.735
1357.5,614.556
1358.5,525.769
1359.5,373.619
1360.5,189.44099999999997
1361.5,8.40899
1362.5,0.0
1363.5,0.0
1364.5,0.0
1365.5,0.0
1366.5,0.0
1367.5,0.0
1368.5,0.0
1369.5,0.0
1370.5,0.0
1371.5,0.0
1372.5,0.0
1373.5,0.0
1374.5,0.0
1375.5,154.14700000000002
1376.5,355.36699999999996
1377.5,537.045
1378.5,655.806
1379.5,717.74
1380.5,723.375
1381.5,687.785
1382.5,581.232
1383.5,442.152
1384.5,236.765
1385.5,12.7024
1386.5,0.0
1387.5,0.0
1388.5,0.0
1389.5,0.0
1390.5,0.0
1391.5,0.0
1392.5,0.0
1393.5,0.0
1394.5,0.0
1395.5,0.0
1396.5,0.0
1397.5,0.0
1398.5,0.0
1399.5,44.8657
1400.5,119.36399999999999
1401.5,203.958
1402.5,245.032
1403.5,297.348
1404.5,300.066
1405.5,257.91700000000003
1406.5,229.292
1407.5,157.533
1408.5,84.4361
1409.5,2.6863099999999998
1410.5,0.0
1411.5,0.0
1412.5,0.0
1413.5,0.0
1414.5,0.0
1415.5,0.0
2160.5,0.0
2161.5,0.0
2162.5,0.0
2163.5,0.0
2164.5,0.0
2165.5,0.0
2166.5,37.9376
2167.5,122.111
2168.5,102.536
2169.5,38.8752
2170.5,119.794
2171.5,502.75699999999995
2172.5,460.86300000000006
2173.5,380.37800000000004
2174.5,358.589
2175.5,245.58700000000002
2176.5,125.46700000000001
2177.5,44.4478
2178.5,0.0
2179.5,0.0
2180.5,0.0
2181.5,0.0
2182.5,0.0
2183.5,0.0
2184.5,0.0
2185.5,0.0
2186.5,0.0
2187.5,0.0
2188.5,0.0
2189.5,0.0
2190.5,1.28888
2191.5,14.8899
2192.5,122.53399999999999
2193.5,291.567
2194.5,314.212
2195.5,157.985
2196.5,311.98400000000004
2197.5,330.95300000000003
2198.5,358.847
2199.5,342.02
2200.5,202.826
2201.5,3.50481
2202.5,0.0
2203.5,0.0
2204.5,0.0
2205.5,0.0
2206.5,0.0
2207.5,0.0
2208.5,0.0
2209.5,0.0
2210.5,0.0
2211.5,0.0
2212.5,0.0
2213.5,0.0
2214.5,57.872
2215.5,257.393
2216.5,439.38800000000003
2217.5,586.807
2218.5,716.699
2219.5,420.85900000000004
2220.5,483.29699999999997
2221.5,609.477
2222.5,545.284
2223.5,385.84
2224.5,211.801
2225.5,75.7782
2226.5,0.0
2227.5,0.0
2228.5,0.0
2229.5,0.0
2230.5,0.0
2231.5,0.0
2232.5,0.0
2233.5,0.0
2234.5,0.0
2235.5,0.0
2236.5,0.0
2237.5,0.0
2238.5,61.68
2239.5,300.022
2240.5,535.835
2241.5,664.5169999999999
2242.5,717.17
2243.5,375.858
2244.5,403.037
2245.5,382.139
2246.5,367.542
2247.5,305.582
2248.5,180.82299999999998
2249.5,54.1392
2250.5,0.0
2251.5,0.0
2252.5,0.0
2253.5,0.0
2254.5,0.0
2255.5,0.0
2256.5,0.0
2257.5,0.0
2258.5,0.0
2259.5,0.0
2260.5,0.0
2261.5,0.0
2262.5,56.0606
2263.5,271.487
2264.5,490.67400000000004
2265.5,648.995
2266.5,751.2589999999999
2267.5,806.561
2268.5,796.549
2269.5,743.7719999999999
2270.5,641.611
2271.5,491.225
2272.5,290.869
2273.5,74.0606
2274.5,0.0
2275.5,0.0
2276.5,0.0
2277.5,0.0
2278.5,0.0
2279.5,0.0
2280.5,0.0
2281.5,0.0
2282.5,0.0
2283.5,0.0
2284.5,0.0
2285.5,0.0
2286.5,52.1397
2287.5,211.905
2288.5,375.9
2289.5,503.892
2290.5,581.273
2291.5,621.763
2292.5,617.969
2293.5,564.957
2294.5,483.825
2295.5,359.941
2296.5,203.695
2297.5,63.7478
2298.5,0.0
2299.5,0.0
2300.5,0.0
2301.5,0.0
2302.5,0.0
2303.5,0.0
2304.5,0.0
2305.5,0.0
2306.5,0.0
2307.5,0.0
2308.5,0.0
2309.5,0.0
2310.5,51.2155
2311.5,215.863
2312.5,382.713
2313.5,510.874
2314.5,609.987
2315.5,667.192
2316.5,654.96
2317.5,604.799
2318.5,550.132
2319.5,420.941
2320.5,233.202
2321.5,66.5618
2322.5,0.0
2323.5,0.0
2324.5,0.0
2325.5,0.0
2326.5,0.0
2327.5,0.0
2328.5,0.0
2329.5,0.0
2330.5,0.0
2331.5,0.0
2332.5,0.0
2333.5,0.0
2334.5,52.1654
2335.5,203.032
2336.5,360.43699999999995
2337.5,484.73900000000003
2338.5,587.054
2339.5,630.743
2340.5,621.774
2341.5,570.966
2342.5,504.20099999999996
2343.5,331.589
2344.5,183.123
2345.5,56.8266
2346.5,0.0
2347.5,0.0
2348.5,0.0
2349.5,0.0
2350.5,0.0
2351.5,0.0
2352.5,0.0
2353.5,0.0
2354.5,0.0
2355.5,0.0
2356.5,0.0
2357.5,0.0
2358.5,57.2608
2359.5,249.611
2360.5,447.839
2361.5,603.6469999999999
2362.5,696.08
2363.5,753.3589999999999
2364.5,748.467
2365.5,697.242
2366.5,597.4830000000001
2367.5,443.67900000000003
2368.5,254.40599999999998
2369.5,67.9542
2370.5,0.0
2371.5,0.0
2372.5,0.0
2373.5,0.0
2374.5,0.0
2375.5,0.0
2376.5,0.0
2377.5,0.0
2378.5,0.0
2379.5,0.0
2380.5,0.0
2381.5,0.0
2382.5,53.2033
2383.5,186.541
2384.5,304.847
2385.5,441.73400000000004
2386.5,496.965
2387.5,530.091
2388.5,505.13300000000004
2389.5,472.043
2390.5,367.764
2391.5,264.862
2392.5,156.455
2393.5,51.8718
2394.5,0.0
2395.5,0.0
2396.5,0.0
2397.5,0.0
2398.5,0.0
2399.5,0.0
2400.5,0.0
2401.5,0.0
2402.5,0.0
2403.5,0.0
2404.5,0.0
2405.5,0.0
2406.5,59.1065
2407.5,228.479
2408.5,359.01099999999997
2409.5,471.471
2410.5,596.544
2411.5,647.482
2412.5,695.9789999999999
2413.5,634.365
2414.5,544.248
2415.5,405.153
2416.5,229.785
2417.5,62.5035
2418.5,0.0
2419.5,0.0
2420.5,0.0
2421.5,0.0
2422.5,0.0
2423.5,0.0
2424.5,0.0
2425.5,0.0
2426.5,0.0
2427.5,0.0
2428.5,0.0
2429.5,0.0
2430.5,63.0028
2431.5,282.73900000000003
2432.5,501.92900000000003
2433.5,668.8330000000001
2434.5,788.4060000000001
2435.5,480.565
2436.5,487.754
2437.5,441.64599999999996
2438.5,385.26099999999997
2439.5,290.49
2440.5,171.078
2441.5,60.0389
2442.5,0.0
2443.5,0.0
2444.5,0.0
2445.5,0.0
2446.5,0.0
2447.5,0.0
2448.5,0.0
2449.5,0.0
2450.5,0.0
2451.5,0.0
2452.5,0.0
2453.5,0.0
2454.5,45.4396
2455.5,84.4327
2456.5,34.3059
2457.5,47.0091
2458.5,265.154
2459.5,374.841
2460.5,577.941
2461.5,539.423
2462.5,651.661
2463.5,545.932
2464.5,273.505
2465.5,83.5069
2466.5,0.0
2467.5,0.0
2468.5,0.0
2469.5,0.0
2470.5,0.0
2471.5,0.0
2472.5,0.0
2473.5,0.0
2474.5,0.0
2475.5,0.0
2476.5,0.0
2477.5,0.0
2478.5,48.382
2479.5,149.607
2480.5,244.015
2481.5,348.212
2482.5,413.23
2483.5,452.95300000000003
2484.5,492.626
2485.5,436.038
2486.5,378.995
2487.5,299.747
2488.5,173.97400000000002
2489.5,58.3955
2490.5,0.0
2491.5,0.0
2492.5,0.0
2493.5,0.0
2494.5,0.0
2495.5,0.0
2496.5,0.0
2497.5,0.0
2498.5,0.0
2499.5,0.0
2500.5,0.0
2501.5,0.0
2502.5,40.9281
2503.5,120.97399999999999
2504.5,199.783
2505.5,283.532
2506.5,326.769
2507.5,334.626
2508.5,341.65
2509.5,314.663
2510.5,267.455
2511.5,199.706
2512.5,119.494
2513.5,43.3122
2514.5,0.0
2515.5,0.0
2516.5,0.0
2517.5,0.0
2518.5,0.0
2519.5,0.0
2520.5,0.0
2521.5,0.0
2522.5,0.0
2523.5,0.0
2524.5,0.0
2525.5,0.0
2526.5,55.0934
2527.5,170.94099999999997
2528.5,378.289
2529.5,331.043
2530.5,305.026
2531.5,332.04900000000004
2532.5,204.97
2533.5,55.4887
2534.5,57.2141
2535.5,54.2139
2536.5,45.6187
2537.5,26.1789
2538.5,0.0
2539.5,0.0
2540.5,0.0
2541.5,0.0
2542.5,0.0
2543.5,0.0
2544.5,0.0
2545.5,0.0
2546.5,0.0
2547.5,0.0
2548.5,0.0
2549.5,0.0
2550.5,5.1521
2551.5,107.152
2552.5,168.47299999999998
2553.5,186.78900000000002
2554.5,265.062
2555.5,120.946
2556.5,224.454
2557.5,261.754
2558.5,253.958
2559.5,174.981
2560.5,89.4735
2561.5,32.1453
2562.5,0.0
2563.5,0.0
2564.5,0.0
2565.5,0.0
2566.5,0.0
2567.5,0.0
2568.5,0.0
2569.5,0.0
2570.5,0.0
2571.5,0.0
2572.5,0.0
2573.5,0.0
2574.5,60.6296
2575.5,167.38400000000001
2576.5,273.192
2577.5,424.11199999999997
2578.5,589.56
2579.5,674.3589999999999
2580.5,673.796
2581.5,543.741
2582.5,464.26599999999996
2583.5,388.39300000000003
2584.5,248.24
2585.5,81.6291
2586.5,0.369217
2587.5,0.0
2588.5,0.0
2589.5,0.0
2590.5,0.0
2591.5,0.0
2592.5,0.0
2593.5,0.0
2594.5,0.0
2595.5,0.0
2596.5,0.0
2597.5,0.0
2598.5,71.7279
2599.5,207.828
2600.5,356.816
2601.5,480.474
2602.5,568.27
2603.5,600.802
2604.5,624.924
2605.5,576.018
2606.5,500.43199999999996
2607.5,360.37699999999995
2608.5,202.285
2609.5,66.4486
2610.5,0.0
2611.5,0.0
2612.5,0.0
2613.5,0.0
2614.5,0.0
2615.5,0.0
2616.5,0.0
2617.5,0.0
2618.5,0.0
2619.5,0.0
2620.5,0.0
2621.5,0.0
2622.5,69.8322
2623.5,269.472
2624.5,470.091
2625.5,619.187
2626.5,716.015
2627.5,768.7869999999999
2628.5,766.24
2629.5,710.753
2630.5,607.258
2631.5,453.795
2632.5,253.33900000000003
2633.5,66.5452
2634.5,0.0
2635.5,0.0
2636.5,0.0
2637.5,0.0
2638.5,0.0
2639.5,0.0
2640.5,0.0
2641.5,0.0
2642.5,0.0
2643.5,0.0
2644.5,0.0
2645.5,0.0
2646.5,72.8318
2647.5,253.053
2648.5,438.87300000000005
2649.5,595.376
2650.5,700.955
2651.5,735.704
2652.5,735.341
2653.5,689.289
2654.5,593.404
2655.5,442.726
2656.5,251.562
2657.5,67.2325
2658.5,0.0
2659.5,0.0
2660.5,0.0
2661.5,0.0
2662.5,0.0
2663.5,0.0
2664.5,0.0
2665.5,0.0
2666.5,0.0
2667.5,0.0
2668.5,0.0
2669.5,0.0
2670.5,71.6299
2671.5,261.991
2672.5,452.97
2673.5,595.738
2674.5,695.847
2675.5,734.005
2676.5,722.5889999999999
2677.5,661.802
2678.5,566.7180000000001
2679.5,417.644
2680.5,235.16
2681.5,66.2816
2682.5,0.0
2683.5,0.0
2684.5,0.0
2685.5,0.0
2686.5,0.0
2687.5,0.0
2688.5,0.0
2689.5,0.0
2690.5,0.0
2691.5,0.0
2692.5,0.0
2693.5,0.0
2694.5,71.7731
2695.5,260.611
2696.5,458.469
2697.5,620.369
2698.5,732.2310000000001
2699.5,780.748
2700.5,776.446
2701.5,716.675
2702.5,614.716
2703.5,454.23
2704.5,259.098
2705.5,72.5123
2706.5,0.0
2707.5,0.0
2708.5,0.0
2709.5,0.0
2710.5,0.0
2711.5,0.0
2712.5,0.0
2713.5,0.0
2714.5,0.0
2715.5,0.0
2716.5,0.0
2717.5,0.0
2718.5,72.0748
2719.5,251.75799999999998
2720.5,442.44699999999995
2721.5,576.4209999999999
2722.5,673.62
2723.5,730.8910000000001
2724.5,736.185
2725.5,690.9739999999999
2726.5,590.102
2727.5,438.097
2728.5,251.543
2729.5,69.3759
2730.5,0.0
2731.5,0.0
2732.5,0.0
2733.5,0.0
2734.5,0.0
2735.5,0.0
2736.5,0.0
2737.5,0.0
2738.5,0.0
2739.5,0.0
2740.5,0.0
2741.5,0.0
2742.5,75.8247
2743.5,245.71099999999998
2744.5,351.973
2745.5,532.675
2746.5,612.096
2747.5,594.526
2748.5,575.46
2749.5,571.631
2750.5,504.254
2751.5,377.246
2752.5,232.718
2753.5,67.4367
2754.5,0.0
2755.5,0.0
2756.5,0.0
2757.5,0.0
2758.5,0.0
2759.5,0.0
2760.5,0.0
2761.5,0.0
2762.5,0.0
2763.5,0.0
2764.5,0.0
2765.5,0.0
2766.5,54.3185
2767.5,141.595
2768.5,260.165
2769.5,432.603
2770.5,613.879
2771.5,618.877
2772.5,575.128
2773.5,618.43
2774.5,541.982
2775.5,401.42699999999996
2776.5,226.69799999999998
2777.5,66.4223
2778.5,0.0
2779.5,0.0
2780.5,0.0
2781.5,0.0
2782.5,0.0
2783.5,0.0
2784.5,0.0
2785.5,0.0
2786.5,0.0
2787.5,0.0
2788.5,0.0
2789.5,0.0
2790.5,66.7116
2791.5,175.18200000000002
2792.5,280.314
2793.5,398.28
2794.5,477.074
2795.5,477.111
2796.5,473.546
2797.5,456.67900000000003
2798.5,376.67
2799.5,263.606
2800.5,179.56599999999997
2801.5,63.0915
2802.5,0.0
2803.5,0.0
2804.5,0.0
2805.5,0.0
2806.5,0.0
2807.5,0.0
2808.5,0.0
2809.5,0.0
2810.5,0.0
2811.5,0.0
2812.5,0.0
2813.5,0.0
2814.5,69.6961
2815.5,163.119
2816.5,216.59599999999998
2817.5,316.736
2818.5,433.066
2819.5,262.181
2820.5,300.83
2821.5,402.716
2822.5,399.95599999999996
2823.5,301.698
2824.5,222.32299999999998
2825.5,76.1871
2826.5,1.08246
2827.5,0.0
2828.5,0.0
2829.5,0.0
2830.5,0.0
2831.5,0.0
2832.5,0.0
2833.5,0.0
2834.5,0.0
2835.5,0.0
2836.5,0.0
2837.5,2.01589
2838.5,79.6118
2839.5,195.56
2840.5,142.845
2841.5,102.365
2842.5,70.3384
2843.5,200.168
2844.5,293.436
2845.5,393.33
2846.5,257.03700000000003
2847.5,216.75
2848.5,203.645
2849.5,58.6556
2850.5,0.0
2851.5,0.0
2852.5,0.0
2853.5,0.0
2854.5,0.0
2855.5,0.0
2856.5,0.0
2857.5,0.0
2858.5,0.0
2859.5,0.0
2860.5,0.0
2861.5,0.0
2862.5,73.3148
2863.5,195.146
2864.5,437.101
2865.5,465.11199999999997
2866.5,453.228
2867.5,530.523
2868.5,524.849
2869.5,576.548
2870.5,610.5
2871.5,452.13
2872.5,259.525
2873.5,71.005
2874.5,1.17724
2875.5,0.0
2876.5,0.0
2877.5,0.0
2878.5,0.0
2879.5,0.0
3624.5,0.0
3625.5,0.0
3626.5,0.0
3627.5,0.0
3628.5,0.0
3629.5,12.0745
3630.5,95.1272
3631.5,253.607
3632.5,419.096
3633.5,562.741
3634.5,642.262
3635.5,676.939
3636.5,670.825
3637.5,621.525
3638.5,530.373
3639.5,400.25800000000004
3640.5,235.398
3641.5,87.1374
3642.5,9.35545
3643.5,0.0
3644.5,0.0
3645.5,0.0
3646.5,0.0
3647.5,0.0
3648.5,0.0
3649.5,0.0
3650.5,0.0
3651.5,0.0
3652.5,0.0
3653.5,7.35348
3654.5,89.2398
3655.5,238.795
3656.5,386.274
3657.5,558.966
3658.5,579.2180000000001
3659.5,554.09
3660.5,529.4680000000001
3661.5,471.897
3662.5,443.519
3663.5,374.98699999999997
3664.5,244.04
3665.5,86.8898
3666.5,9.33897
3667.5,0.0
3668.5,0.0
3669.5,0.0
3670.5,0.0
3671.5,0.0
3672.5,0.0
3673.5,0.0
3674.5,0.0
3675.5,0.0
3676.5,0.0
3677.5,12.8719
3678.5,99.5762
3679.5,261.26
3680.5,439.149
3681.5,578.797
3682.5,674.65
3683.5,718.2330000000001
3684.5,713.1239999999999
3685.5,662.198
3686.5,561.24
3687.5,426.856
3688.5,247.332
3689.5,91.1951
3690.5,10.8497
3691.5,0.0
3692.5,0.0
3693.5,0.0
3694.5,0.0
3695.5,0.0
3696.5,0.0
3697.5,0.0
3698.5,0.0
3699.5,0.0
3700.5,0.0
3701.5,12.9054
3702.5,99.5151
3703.5,265.663
3704.5,451.05699999999996
3705.5,592.274
3706.5,685.456
3707.5,727.678
3708.5,725.568
3709.5,679.055
3710.5,586.069
3711.5,439.464
3712.5,253.548
3713.5,93.6395
3714.5,10.2311
3715.5,0.0
3716.5,0.0
3717.5,0.0
3718.5,0.0
3719.5,0.0
3720.5,0.0
3721.5,0.0
3722.5,0.0
3723.5,0.0
3724.5,0.0
