Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
23.5,73.38,77.0,353.75,19.65,16.04,24.52,82.96,81.46,37.74,0.0,0.0,88.13,0.0,0.0,63.8
23.12,70.88,9.31,28.12,18.88,15.46,22.75,83.16,86.61,43.82,0.0,0.0,6.8,0.0,0.0,4.34
22.4,59.12,0.0,0.0,18.29,15.6,22.27,81.97,88.79,48.67,0.0,5.5,0.0,0.0,26.34,0.0
21.66,54.38,0.0,0.0,17.14,15.49,21.2,84.82,84.96,53.99,0.0,56.12,0.0,0.0,181.47,0.0
20.96,64.0,0.0,0.0,16.41,17.69,18.42,84.66,70.47,66.35,0.0,154.4,0.0,0.0,169.25,0.0
20.26,78.75,0.0,0.0,15.77,18.44,18.92,85.68,64.69,60.5,0.0,231.35,0.0,0.0,103.1,0.0
19.5,84.0,0.0,0.0,15.83,19.67,15.4,82.73,56.52,75.56,0.0,274.95,0.0,0.0,97.07,0.0
18.76,84.0,0.0,0.0,15.42,20.91,16.26,86.86,52.65,66.94,0.0,309.55,0.0,0.0,250.04,0.0
18.0,84.0,0.0,0.0,15.44,22.78,12.99,89.84,46.45,82.58,5.44,323.46,0.0,26.05,270.05,0.0
17.26,84.0,0.0,0.0,15.69,23.01,13.89,83.79,43.26,76.66,56.93,255.93,0.0,184.11,356.61,0.0
16.5,84.0,0.0,0.0,17.43,24.65,12.52,71.86,37.71,81.62,151.58,262.27,0.0,166.16,173.43,0.0
16.01,84.0,0.0,0.0,18.57,23.98,9.75,64.09,39.17,95.9,233.55,180.69,0.0,104.08,121.63,0.0
15.65,84.0,0.0,0.0,19.75,23.89,9.24,56.2,39.62,92.35,276.54,84.47,0.0,97.63,61.15,0.0
15.38,87.12,0.0,0.0,21.07,22.49,9.18,52.07,44.66,84.44,313.09,6.68,0.0,252.9,4.27,0.0
15.3,90.88,5.38,25.75,22.62,21.67,8.53,46.97,50.96,86.34,319.95,0.0,4.66,267.12,0.0,34.37
15.86,82.62,57.75,186.75,23.28,20.55,9.07,42.44,56.75,85.05,261.19,0.0,43.15,363.93,0.0,286.0
17.2,73.25,148.75,163.06,24.31,18.59,10.87,38.66,65.55,75.92,256.23,0.0,86.15,169.43,0.0,458.09
18.68,63.5,235.75,105.06,23.94,18.24,13.39,39.28,63.75,63.07,180.22,0.0,119.98,121.32,0.0,601.54
19.82,55.88,278.12,98.19,23.57,15.95,15.34,40.56,72.84,53.05,82.64,0.0,141.28,59.83,0.0,662.73
21.2,51.5,316.62,255.75,22.36,15.77,18.16,45.08,69.47,43.59,6.62,0.0,149.09,4.23,0.0,773.81
22.49,47.5,316.44,264.19,21.37,13.62,19.87,52.11,79.16,39.12,0.0,0.0,149.56,0.0,0.0,796.84
23.52,41.62,266.44,371.25,20.23,13.45,21.42,58.12,79.21,33.91,0.0,0.0,136.68,0.0,0.0,831.34
24.02,39.62,250.19,165.44,18.68,12.17,21.31,65.15,83.75,32.95,0.0,0.0,121.57,0.0,0.0,709.85
23.91,39.38,179.75,121.0,17.9,10.42,21.74,65.38,91.76,31.41,0.0,0.0,99.32,0.0,0.0,632.87
23.3,41.5,80.81,58.5,16.22,9.86,19.53,71.48,88.61,37.79,0.0,0.0,50.46,0.0,0.0,384.19
22.25,45.5,6.56,4.19,15.52,9.58,19.8,70.74,82.16,36.34,0.0,0.0,6.95,0.0,0.0,32.67
21.11,53.25,0.0,0.0,13.94,9.16,17.22,77.46,82.8,43.39,0.0,4.89,0.0,0.0,36.06,0.0
19.95,59.5,0.0,0.0,13.24,9.76,16.75,80.48,81.28,43.29,0.0,45.48,0.0,0.0,301.44,0.0
18.75,64.75,0.0,0.0,12.0,11.42,15.26,84.81,73.15,46.68,0.0,89.82,0.0,0.0,477.64,0.0
17.61,67.0,0.0,0.0,10.75,13.66,14.18,89.69,61.91,50.02,0.0,122.37,0.0,0.0,613.49,0.0
16.45,70.12,0.0,0.0,10.17,15.65,12.19,86.75,51.9,56.71,0.0,144.64,0.0,0.0,678.49,0.0
15.31,72.0,0.0,0.0,9.78,18.02,10.11,81.02,44.05,62.28,0.0,147.61,0.0,0.0,766.1,0.0
14.21,75.75,0.0,0.0,9.47,19.63,9.08,81.02,39.81,64.17,5.01,147.09,0.0,36.91,783.67,0.0
13.05,81.75,0.0,0.0,10.1,20.92,7.69,79.39,35.2,67.75,46.65,132.15,0.0,309.16,803.79,0.0
11.85,85.88,0.0,0.0,11.69,21.14,6.87,71.76,33.35,71.32,91.66,120.16,0.0,487.41,701.62,0.0
11.03,87.62,0.0,0.0,13.8,21.28,5.48,61.33,32.51,79.73,123.56,96.25,0.0,619.46,613.34,0.0
10.43,84.88,0.0,0.0,15.81,19.78,4.64,51.33,37.15,82.32,146.32,51.38,0.0,686.37,391.25,0.0
9.95,79.88,0.0,0.0,17.95,19.18,4.84,44.27,38.11,76.44,146.86,6.66,0.0,762.24,31.33,0.0
9.74,79.25,5.12,37.75,19.51,17.21,4.22,40.15,43.45,79.44,145.86,0.0,5.78,777.08,0.0,7.4
10.39,77.5,47.81,316.88,20.67,16.31,5.03,35.85,44.77,75.8,129.88,0.0,62.46,790.02,0.0,72.84
11.93,70.38,93.5,497.19,21.06,14.94,6.43,33.55,47.78,72.18,119.46,0.0,152.3,697.5,0.0,140.37
13.91,60.75,124.75,625.44,21.05,13.77,8.59,33.07,51.57,66.02,94.72,0.0,202.49,603.57,0.0,121.33
15.95,50.75,148.0,694.25,19.9,12.17,7.22,36.82,56.79,69.78,51.85,0.0,138.22,394.78,0.0,23.41
17.89,44.5,146.12,758.38,18.87,10.54,9.98,38.99,60.45,55.69,6.52,0.0,322.76,30.67,0.0,157.83
19.41,40.5,144.62,770.5,17.2,9.46,10.04,43.47,62.53,58.57,0.0,0.0,295.15,0.0,0.0,332.23
20.46,36.5,127.62,776.25,16.08,8.19,10.09,45.51,65.5,61.39,0.0,0.0,258.24,0.0,0.0,104.91
20.99,33.75,118.75,693.38,14.79,7.17,11.97,48.33,69.85,52.82,0.0,0.0,252.11,0.0,0.0,261.43
20.85,33.62,93.19,593.81,13.57,6.07,11.52,52.34,76.62,52.35,0.0,0.0,133.21,0.0,0.0,585.17
20.01,36.5,52.31,398.31,12.16,5.33,11.88,56.84,78.66,51.53,0.0,0.0,69.0,0.0,0.0,429.22
18.6,39.88,6.38,30.0,10.76,5.16,10.87,59.54,74.78,57.57,0.0,0.0,8.42,0.0,0.0,31.74
17.19,43.5,0.0,0.0,9.65,4.75,10.58,61.7,76.66,61.99,0.0,6.01,0.0,0.0,7.7,0.0
15.89,46.25,0.0,0.0,8.44,5.34,7.95,64.37,74.15,75.33,0.0,63.95,0.0,0.0,74.57,0.0
14.65,48.88,0.0,0.0,7.32,6.61,7.56,69.11,71.28,77.09,0.0,154.31,0.0,0.0,142.21,0.0
13.39,53.12,0.0,0.0,6.37,8.31,7.96,75.06,67.38,77.48,0.0,198.62,0.0,0.0,119.01,0.0
12.15,56.88,0.0,0.0,5.67,7.82,6.4,76.83,67.02,88.69,0.0,144.74,0.0,0.0,24.52,0.0
10.95,58.62,0.0,0.0,5.31,9.4,7.1,73.95,58.22,84.83,0.0,310.35,0.0,0.0,151.76,0.0
9.81,60.88,0.0,0.0,5.01,10.09,6.77,75.27,58.34,85.82,6.13,296.3,0.0,7.85,333.52,0.0
8.65,63.25,0.0,0.0,5.5,10.47,6.52,73.33,59.82,85.77,64.7,265.59,0.0,75.44,107.89,0.0
7.45,68.38,0.0,0.0,6.7,11.51,7.46,70.83,54.66,81.26,155.31,244.4,0.0,143.14,253.43,0.0
6.62,73.5,0.0,0.0,8.17,11.41,6.42,68.07,52.73,89.19,196.68,132.26,0.0,117.85,580.99,0.0
5.96,75.0,0.0,0.0,8.12,11.5,6.76,65.63,53.02,89.4,147.99,67.22,0.0,25.07,418.14,0.0
5.45,73.12,0.0,0.0,9.11,10.62,6.18,59.48,58.66,98.75,304.14,8.27,0.0,148.72,31.18,0.0
5.24,73.88,6.25,8.0,10.12,10.12,6.96,58.23,64.19,96.59,296.87,0.0,5.01,334.17,0.0,48.0
5.64,72.5,65.44,76.31,10.66,8.59,8.77,59.03,72.16,86.95,269.26,0.0,47.29,109.39,0.0,431.38
6.78,70.38,156.31,144.06,11.29,8.11,8.91,55.58,74.29,90.94,240.54,0.0,70.28,249.44,0.0,594.46
8.05,68.75,194.75,116.69,11.36,8.03,12.99,52.93,77.12,64.05,131.79,0.0,90.12,578.9,0.0,835.24
8.38,64.25,151.25,25.62,11.31,7.02,14.95,53.76,85.1,53.19,66.33,0.0,101.67,412.6,0.0,852.58
8.86,60.75,297.94,145.69,10.49,7.09,17.31,59.2,84.85,46.7,8.19,0.0,131.86,30.9,0.0,828.08
10.14,58.12,297.44,334.81,9.89,6.81,19.09,65.28,85.6,43.16,0.0,0.0,147.96,0.0,0.0,790.84
10.82,58.25,272.94,110.88,8.91,6.63,20.65,70.58,85.08,39.19,0.0,0.0,143.11,0.0,0.0,784.24
11.09,56.5,236.69,245.44,8.39,7.03,19.96,72.9,83.88,41.21,0.0,0.0,104.3,0.0,0.0,693.5
11.32,53.12,131.31,576.81,8.06,6.51,19.26,76.93,88.6,42.61,0.0,0.0,76.62,0.0,0.0,576.56
11.15,54.5,65.44,407.06,7.33,6.68,20.31,83.3,89.95,38.7,0.0,0.0,54.97,0.0,0.0,412.14
10.38,59.75,8.12,30.62,7.09,6.4,17.11,84.87,97.25,47.15,0.0,0.0,5.64,0.0,0.0,27.39
9.69,66.38,0.0,0.0,6.82,6.77,17.05,85.49,97.92,50.49,0.0,4.95,0.0,0.0,47.38,0.0
9.19,69.0,0.0,0.0,6.69,8.1,14.86,84.73,91.6,59.88,0.0,45.2,0.0,0.0,412.38,0.0
8.62,71.5,0.0,0.0,6.82,9.22,14.9,85.19,89.03,58.83,0.0,71.89,0.0,0.0,608.07,0.0
8.09,76.75,0.0,0.0,6.56,12.52,13.42,88.3,66.34,64.71,0.0,87.31,0.0,0.0,809.18,0.0
7.59,81.5,0.0,0.0,6.64,14.8,13.28,90.22,53.79,63.69,0.0,100.59,0.0,0.0,843.48,0.0
7.09,84.88,0.0,0.0,6.51,17.14,12.54,96.5,47.29,69.52,0.0,130.27,0.0,0.0,818.13,0.0
6.84,85.38,0.0,0.0,6.68,18.94,11.11,98.59,43.64,77.15,4.91,146.39,0.0,47.06,782.42,0.0
6.74,84.38,0.0,0.0,7.76,20.33,10.99,93.93,40.15,78.46,44.16,139.9,0.0,402.88,766.65,0.0
6.64,86.5,0.0,0.0,9.37,20.29,11.36,88.07,40.29,72.66,72.7,106.84,0.0,614.88,710.38,0.0
6.6,88.0,0.0,0.0,12.29,19.91,10.76,67.48,40.81,71.68,85.91,80.53,0.0,796.15,605.97,0.0
6.6,90.5,0.0,0.0,14.73,19.94,8.84,54.08,39.79,80.3,100.04,53.58,0.0,838.93,401.73,0.0
6.6,95.75,0.0,0.0,17.05,17.52,10.37,47.59,45.82,71.52,129.48,5.82,0.0,813.16,28.25,0.0
6.6,99.25,4.88,46.75,18.87,16.9,9.05,43.88,51.06,80.59,145.6,0.0,5.8,778.21,0.0,1.39
7.47,96.25,43.12,393.38,20.16,15.48,9.85,40.64,57.44,75.17,138.29,0.0,63.61,757.85,0.0,13.15
9.5,87.12,73.5,621.69,20.45,15.14,10.64,39.84,57.86,70.73,108.11,0.0,153.32,718.81,0.0,22.0
12.09,68.62,84.5,783.12,20.23,14.06,9.57,39.9,61.98,77.22,82.49,0.0,194.5,620.68,0.0,18.6
14.66,54.38,99.5,834.38,19.75,13.63,12.26,40.34,62.16,63.44,52.88,0.0,301.71,396.52,0.0,38.37
16.98,47.88,128.69,808.19,17.73,12.91,13.55,45.16,67.76,59.51,5.91,0.0,350.55,28.69,0.0,40.67
18.8,44.12,144.81,774.0,16.83,11.8,13.3,51.34,73.7,62.31,0.0,0.0,317.51,0.0,0.0,28.95
20.02,41.12,136.69,749.06,15.79,11.27,13.44,56.22,76.92,63.05,0.0,0.0,270.13,0.0,0.0,19.37
20.59,39.38,109.38,727.25,15.26,10.99,12.47,57.37,74.7,69.62,0.0,0.0,197.44,0.0,0.0,11.28
20.51,39.0,84.44,635.38,14.38,10.36,13.65,60.61,73.84,63.85,0.0,0.0,139.62,0.0,0.0,3.18
19.59,40.88,52.19,391.31,13.81,9.18,13.83,61.39,78.46,62.44,0.0,0.0,61.45,0.0,0.0,0.2
17.91,44.5,6.0,29.12,13.1,9.72,13.28,66.88,75.2,69.43,0.0,0.0,5.27,0.0,0.0,0.0
16.76,51.62,0.0,0.0,12.15,8.99,11.12,71.98,80.92,86.39,0.0,5.77,0.0,0.0,1.39,0.0
16.06,55.0,0.0,0.0,11.42,9.52,10.69,76.15,77.02,92.71,0.0,62.18,0.0,0.0,12.86,0.0
15.36,56.88,0.0,0.0,10.8,10.29,11.31,75.73,72.62,88.66,0.0,149.63,0.0,0.0,21.47,0.0
14.66,59.25,0.0,0.0,10.16,10.24,11.08,74.92,73.86,91.29,0.0,204.75,0.0,0.0,19.58,0.0
13.96,60.62,0.0,0.0,9.35,12.0,10.97,77.54,64.66,91.79,0.0,296.33,0.0,0.0,37.68,0.0
13.26,66.0,0.0,0.0,9.39,13.06,10.56,77.04,61.75,92.57,0.0,339.06,0.0,0.0,39.33,0.0
12.44,70.25,0.0,0.0,8.96,13.26,9.96,81.09,62.53,94.11,5.76,316.41,0.0,1.38,28.85,0.0
11.54,75.38,0.0,0.0,9.35,13.49,10.62,77.95,62.83,90.7,61.46,271.07,0.0,12.71,19.43,0.0
10.64,76.75,0.0,0.0,10.11,13.06,11.27,73.56,66.93,87.44,147.78,206.44,0.0,21.2,11.8,0.0
9.99,76.0,0.0,0.0,10.57,13.52,9.64,72.18,64.43,100.0,209.88,138.4,0.0,20.07,3.15,0.0
9.49,76.62,0.0,0.0,11.87,13.36,9.94,65.27,64.66,97.89,293.63,59.53,0.0,37.34,0.2,0.0
9.11,78.88,0.0,0.0,12.81,12.72,9.49,62.88,72.47,100.0,333.31,5.08,0.0,38.67,0.0,0.0
8.94,81.25,5.75,1.38,13.23,11.39,9.32,62.64,84.76,100.0,315.86,0.0,5.95,28.8,0.0,4.47
9.21,78.88,60.75,12.56,13.51,10.95,11.88,62.73,91.05,79.84,271.53,0.0,71.59,19.47,0.0,59.46
9.96,74.5,145.94,20.94,13.35,11.15,11.59,65.59,89.71,78.14,210.94,0.0,153.31,12.05,0.0,130.1
10.86,70.5,215.0,20.56,13.46,10.94,13.83,64.71,92.2,66.56,137.8,0.0,241.96,3.13,0.0,142.32
11.76,65.88,290.94,37.0,13.13,10.73,16.16,65.77,93.4,54.82,58.58,0.0,295.19,0.19,0.0,99.04
12.6,64.0,327.56,38.0,12.44,10.38,17.57,73.98,93.78,48.37,4.98,0.0,312.84,0.0,0.0,29.77
13.21,62.75,315.31,28.75,11.53,10.03,16.2,83.94,93.61,54.92,0.0,0.0,253.91,0.0,0.0,14.64
13.53,62.62,272.0,19.5,11.08,10.38,18.21,90.21,92.29,50.49,0.0,0.0,274.97,0.0,0.0,18.73
13.6,64.25,215.44,12.31,11.07,10.72,18.04,90.23,91.22,50.97,0.0,0.0,203.85,0.0,0.0,7.42
13.41,65.0,137.19,3.12,10.87,9.96,18.42,92.66,97.81,49.47,0.0,0.0,132.58,0.0,0.0,0.53
12.93,66.88,57.62,0.19,10.61,10.13,17.66,94.2,96.64,50.97,0.0,0.0,55.19,0.0,0.0,0.0
12.2,75.5,4.88,0.0,10.29,9.94,17.0,94.39,99.36,50.39,0.0,0.0,4.8,0.0,0.0,0.0
11.65,83.12,0.0,0.0,10.07,9.91,14.84,93.37,99.79,57.13,0.0,6.23,0.0,0.0,4.67,0.0
11.19,89.38,0.0,0.0,10.26,11.45,14.51,93.08,82.42,57.47,0.0,69.55,0.0,0.0,57.76,0.0
11.0,90.75,0.0,0.0,10.44,12.04,13.74,93.11,75.76,69.57,0.0,158.63,0.0,0.0,134.61,0.0
10.81,93.12,0.0,0.0,10.12,14.07,12.8,96.71,65.47,80.04,0.0,246.2,0.0,0.0,144.82,0.0
10.51,95.0,0.0,0.0,10.22,16.02,12.81,96.01,55.41,79.76,0.0,292.15,0.0,0.0,98.02,0.0
10.21,95.0,0.0,0.0,10.17,17.19,12.38,97.81,49.75,76.43,0.0,304.86,0.0,0.0,29.01,0.0
10.1,93.12,0.0,0.0,10.21,16.8,11.44,97.77,52.77,77.6,6.36,265.7,0.0,4.78,15.32,0.0
10.16,93.88,0.0,0.0,11.24,17.97,9.34,83.71,51.37,85.92,68.52,270.48,0.0,56.91,18.43,0.0
10.2,95.0,0.0,0.0,12.27,17.94,7.17,74.57,51.36,96.92,161.28,202.33,0.0,136.87,7.37,0.0
10.26,95.62,0.0,0.0,14.19,17.97,7.3,64.92,51.18,96.37,248.32,128.57,0.0,146.06,0.52,0.0
10.3,95.38,0.0,0.0,15.94,17.27,7.8,55.71,52.48,91.71,290.64,53.72,0.0,97.51,0.0,0.0
10.36,96.25,0.0,0.0,17.0,16.53,6.01,50.43,52.19,100.0,300.87,4.65,0.0,28.63,0.0,0.0
10.46,95.75,6.5,4.88,17.09,15.08,7.23,51.7,56.19,91.55,271.6,0.0,5.6,15.66,0.0,0.0
11.06,85.0,67.5,56.06,17.85,14.53,7.57,51.81,57.36,89.27,268.24,0.0,52.02,18.27,0.0,0.0
12.46,73.38,163.94,139.12,17.89,13.77,6.57,51.55,69.41,94.08,201.57,0.0,106.15,7.34,0.0,5.91
14.29,64.38,250.44,147.31,17.74,12.93,8.27,52.03,79.27,82.15,126.57,0.0,214.55,0.51,0.0,27.55
15.88,56.0,289.12,97.0,17.07,12.58,8.3,53.24,81.13,81.24,52.98,0.0,223.81,0.0,0.0,12.8
16.84,51.12,296.88,28.25,16.3,11.94,9.79,53.1,78.97,73.4,4.58,0.0,250.52,0.0,0.0,15.08
17.35,50.62,277.5,16.0,15.2,11.03,9.31,55.72,80.05,77.45,0.0,0.0,290.6,0.0,0.0,59.63
17.75,52.25,266.0,18.12,14.55,9.45,9.84,57.31,85.27,76.63,0.0,0.0,280.58,0.0,0.0,187.4
17.84,51.75,200.81,7.31,13.79,7.81,11.4,69.33,92.83,70.84,0.0,0.0,221.12,0.0,0.0,400.93
17.55,52.88,124.56,0.5,13.0,7.46,11.38,78.88,95.24,72.92,0.0,0.0,106.0,0.0,0.0,613.96
16.9,54.0,52.25,0.0,12.46,7.4,11.84,81.82,94.48,70.76,0.0,0.0,66.08,0.0,0.0,413.18
16.1,54.0,4.5,0.0,11.73,6.29,12.38,80.23,99.95,68.82,0.0,0.0,13.01,0.0,0.0,33.58
15.3,55.25,0.0,0.0,10.82,6.77,10.98,81.28,94.77,77.21,0.0,5.42,0.0,0.0,0.0,0.0
14.56,57.25,0.0,0.0,9.5,7.07,11.27,84.94,92.69,75.08,0.0,50.29,0.0,0.0,0.0,0.0
13.8,69.25,0.0,0.0,8.13,6.89,9.4,90.79,92.04,85.02,0.0,108.67,0.0,0.0,6.05,0.0
13.06,78.5,0.0,0.0,7.55,8.18,8.6,94.68,82.7,88.3,0.0,213.15,0.0,0.0,27.37,0.0
12.36,82.5,0.0,0.0,7.2,8.66,7.21,95.87,79.25,94.57,0.0,229.9,0.0,0.0,13.15,0.0
11.54,81.5,0.0,0.0,6.43,9.7,7.87,98.97,73.89,85.32,0.0,248.89,0.0,0.0,14.98,0.0
10.64,82.5,0.0,0.0,6.54,9.76,6.3,96.39,75.1,90.66,5.34,300.64,0.0,0.0,61.69,0.0
9.55,84.62,0.0,0.0,6.82,10.42,6.64,94.41,73.69,89.04,49.43,293.29,0.0,0.0,195.89,0.0
8.41,88.75,0.0,0.0,7.04,11.54,5.34,91.02,70.11,96.93,109.93,223.5,0.0,6.12,405.24,0.0
7.62,94.12,0.0,0.0,8.13,11.78,4.8,82.98,70.96,98.53,212.45,109.19,0.0,27.28,632.45,0.0
7.03,97.25,0.0,0.0,8.85,12.01,5.71,78.25,69.88,89.77,232.95,66.94,0.0,13.33,418.59,0.0
6.55,98.0,0.0,0.0,9.65,11.94,5.93,74.13,71.1,84.46,248.07,12.63,0.0,14.93,32.6,0.0
6.34,98.0,5.25,0.0,9.99,10.87,4.59,73.93,77.86,94.3,305.67,0.0,5.82,62.72,0.0,0.12
6.61,96.12,48.56,0.0,10.71,10.64,6.4,72.22,78.79,81.33,299.64,0.0,67.36,200.13,0.0,4.64
7.18,90.0,111.19,6.19,11.62,9.38,5.53,69.75,85.14,82.89,224.69,0.0,141.9,407.4,0.0,19.25
8.09,83.25,211.75,27.19,11.98,8.63,8.21,69.98,88.09,73.58,110.78,0.0,240.28,641.69,0.0,33.06
9.0,77.25,236.0,13.5,12.1,7.6,9.53,69.44,92.09,64.8,67.38,0.0,300.53,421.3,0.0,29.41
9.61,74.38,247.25,14.88,11.73,7.55,8.8,72.24,87.35,75.32,12.44,0.0,282.45,32.11,0.0,18.57
10.18,72.75,310.69,63.75,10.81,6.53,10.98,78.18,89.21,72.81,0.0,0.0,305.12,0.0,0.0,16.69
10.96,70.75,306.0,204.38,10.33,6.46,8.75,80.64,90.21,88.75,0.0,0.0,220.66,0.0,0.0,7.81
11.68,69.38,225.88,409.56,9.37,5.6,10.11,85.19,95.15,80.98,0.0,0.0,200.29,0.0,0.0,5.81
12.15,69.0,112.38,650.94,8.65,5.17,9.17,87.98,96.07,87.82,0.0,0.0,123.24,0.0,0.0,0.42
12.18,69.0,67.81,424.0,7.79,5.49,8.36,90.86,91.26,88.51,0.0,0.0,52.04,0.0,0.0,0.0
11.54,73.38,12.25,31.62,7.4,5.49,8.42,88.37,87.29,83.01,0.0,0.0,5.05,0.0,0.0,0.0
10.76,78.5,0.0,0.0,6.65,4.8,7.96,88.48,92.9,83.88,0.0,5.91,0.0,0.0,0.12,0.0
10.06,82.5,0.0,0.0,6.37,5.87,9.2,90.8,84.67,76.8,0.0,64.99,0.0,0.0,4.47,0.0
9.36,85.25,0.0,0.0,5.74,5.95,8.22,94.27,80.5,83.92,0.0,146.51,0.0,0.0,19.87,0.0
8.66,87.88,0.0,0.0,5.35,7.84,7.12,94.85,75.67,89.79,0.0,234.17,0.0,0.0,32.22,0.0
7.96,89.62,0.0,0.0,5.38,9.01,6.79,92.0,67.4,87.76,0.0,290.14,0.0,0.0,28.4,0.0
7.26,89.38,0.0,0.0,5.27,9.05,7.79,88.7,74.04,78.52,0.0,287.63,0.0,0.0,18.91,0.0
6.75,87.75,0.0,0.0,4.91,10.41,7.55,92.2,76.03,80.28,5.95,293.66,0.0,0.12,16.07,0.0
6.29,91.38,0.0,0.0,5.61,9.22,5.45,86.33,85.94,95.38,63.81,228.67,0.0,4.39,8.1,0.0
5.85,93.38,0.0,0.0,6.17,10.03,6.01,79.31,81.43,95.28,148.82,199.2,0.0,20.19,5.78,0.0
5.51,93.62,0.0,0.0,7.65,9.56,5.82,76.71,85.47,96.02,231.12,126.93,0.0,31.8,0.43,0.0
5.28,92.75,0.0,0.0,8.75,8.92,4.93,68.7,85.19,100.0,284.95,54.33,0.0,27.89,0.0,0.0
5.08,90.12,0.0,0.0,9.17,8.69,6.08,73.39,81.51,93.76,290.22,5.15,0.0,19.08,0.0,0.0
5.0,91.5,6.0,0.12,10.12,8.25,5.44,77.64,82.25,100.0,287.92,0.0,4.52,15.75,0.0,0.0
5.38,88.0,62.62,4.31,9.46,8.69,5.75,84.53,79.84,99.8,232.68,0.0,48.13,8.24,0.0,103.05
6.35,78.12,151.12,20.5,9.99,8.06,8.37,81.66,84.9,87.62,198.66,0.0,111.48,5.77,0.0,572.76
7.49,77.75,228.06,31.38,9.76,7.34,10.86,84.29,88.4,71.77,128.77,0.0,123.36,0.43,0.0,724.19
8.53,70.0,279.75,27.38,9.21,7.01,12.81,83.54,86.44,59.51,55.47,0.0,198.42,0.0,0.0,629.44
9.28,72.75,292.81,19.25,8.82,7.33,14.75,80.75,81.26,50.58,5.2,0.0,309.24,0.0,0.0,250.78
9.88,79.25,282.19,15.44,8.39,7.09,15.55,81.43,83.08,45.92,0.0,0.0,318.23,0.0,0.0,91.06
9.66,83.12,236.69,8.38,8.43,6.01,15.37,81.36,91.82,47.67,0.0,0.0,264.04,0.0,0.0,64.03
9.96,81.88,198.12,5.75,7.98,6.2,16.54,85.39,94.01,44.74,0.0,0.0,272.6,0.0,0.0,153.36
9.93,83.12,130.62,0.44,7.45,6.04,16.04,87.7,94.57,46.37,0.0,0.0,76.52,0.0,0.0,12.83
