Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,11,5,0,20.71,0.0,22.83,9.6,1.2,1.3
2,12,5,0,20.73,0.0,22.49,10.0,2.28,1.6
2,13,5,0,20.89,0.0,22.11,16.2,2.04,3.31
2,14,5,0,20.92,0.0,21.97,9.8,5.52,3.51
2,15,5,0,21.1,0.0,21.74,7.6,4.32,6.84
2,16,5,0,21.22,0.0,21.81,11.1,3.0,9.4
2,17,5,0,21.07,0.0,22.24,8.2,4.08,5.57
2,18,5,0,20.9,0.0,23.13,7.9,2.76,2.8
2,19,5,0,20.91,0.0,23.96,12.1,10.44,3.52
2,20,5,0,20.98,0.0,24.4,17.9,3.0,4.17
2,21,5,0,20.9,0.0,24.41,13.8,5.28,3.07
2,22,5,0,20.86,0.0,24.25,13.0,1.56,2.82
2,23,5,0,20.84,0.0,23.85,13.5,5.64,2.56
2,24,5,0,20.83,0.0,23.43,12.2,1.32,2.23
2,1,6,0,20.82,0.0,23.19,11.2,1.44,1.82
2,2,6,0,20.76,0.0,23.06,6.9,0.24,1.37
2,3,6,0,20.74,0.0,22.83,7.9,0.12,1.34
2,4,6,0,20.69,0.0,22.57,5.7,0.24,1.05
2,5,6,0,20.68,0.0,22.15,7.4,0.24,1.19
2,6,6,0,20.7,0.0,21.75,10.3,0.24,1.22
2,7,6,0,20.67,0.0,21.57,7.0,6.6,1.04
2,8,6,0,20.66,0.0,21.47,6.6,4.56,1.05
2,9,6,0,20.73,0.0,21.1,10.5,14.16,1.74
2,10,6,0,20.94,0.0,20.36,9.6,7.92,2.81
2,11,6,0,21.08,0.0,19.73,9.0,7.8,3.86
2,12,6,0,21.13,0.0,19.26,8.9,6.48,3.91
2,13,6,0,21.13,0.0,19.01,8.3,8.28,3.54
2,14,6,0,21.19,0.0,18.49,12.5,0.36,4.12
2,15,6,0,20.99,0.0,18.19,7.6,5.16,2.93
2,16,6,0,20.96,0.0,17.58,10.0,12.72,3.3
2,17,6,0,20.83,0.0,17.63,8.0,9.36,2.2
2,18,6,0,20.79,0.0,18.18,7.3,6.84,1.87
2,19,6,0,20.86,0.0,18.7,17.8,19.2,3.3
2,20,6,0,20.84,0.0,18.92,15.3,1.68,2.54
2,21,6,0,20.83,0.0,18.56,16.8,11.04,2.51
2,22,6,0,20.8,0.0,18.18,11.7,2.64,1.61
2,23,6,0,20.77,0.0,18.01,11.1,4.44,1.33
2,24,6,0,20.74,0.0,17.89,11.3,0.84,1.32
2,1,7,0,20.68,0.0,17.73,8.6,0.72,0.92
2,2,7,0,20.67,0.0,17.43,10.1,0.72,0.9
2,3,7,0,20.65,0.0,17.09,5.7,0.84,0.49
2,4,7,0,20.65,0.0,16.58,5.5,0.72,0.32
2,5,7,0,20.65,0.0,16.05,9.6,0.36,0.52
2,6,7,0,20.65,0.0,15.66,5.7,0.12,0.12
2,7,7,0,20.65,0.0,15.33,10.7,1.44,0.46
2,8,7,0,20.65,0.0,15.03,8.1,2.4,0.3
2,9,7,0,20.65,0.0,14.65,9.3,5.88,0.77
2,10,7,0,20.65,0.0,13.95,9.1,7.32,0.77
2,11,7,0,20.65,0.0,13.22,10.6,12.0,0.99
2,12,7,0,20.65,0.0,12.7,9.7,14.04,1.24
2,13,7,0,20.68,0.0,12.38,13.0,1.8,1.53
2,14,7,0,20.69,0.0,12.22,11.4,3.96,1.55
2,15,7,0,20.69,0.0,12.12,18.3,5.52,1.36
2,16,7,0,20.65,0.0,12.03,10.3,6.0,0.71
2,17,7,0,20.65,0.0,12.27,6.4,2.4,0.4
2,18,7,0,20.65,0.0,13.19,9.8,8.52,0.47
2,19,7,0,20.67,0.0,14.32,19.0,9.72,1.14
2,20,7,0,20.67,0.0,14.94,17.8,3.24,0.97
2,21,7,0,20.68,0.0,15.04,20.2,3.96,1.06
2,22,7,0,20.67,0.0,15.02,19.1,1.68,0.94
2,23,7,0,20.65,0.0,14.89,12.7,5.64,0.42
2,24,7,0,20.65,0.0,14.71,15.3,0.84,0.66
2,1,1,0,20.65,0.0,14.53,12.2,3.72,0.39
2,2,1,0,20.65,0.0,14.45,8.1,0.0,0.22
2,3,1,0,20.65,0.0,14.39,6.1,0.24,0.03
2,4,1,0,20.65,0.0,14.35,7.8,0.24,0.04
2,5,1,0,20.65,0.0,14.4,10.5,0.24,0.29
2,6,1,0,20.65,0.0,14.54,7.1,2.28,0.03
2,7,1,0,20.65,0.0,14.68,7.7,2.52,0.17
2,8,1,0,20.65,0.0,14.84,8.7,9.24,0.3
2,9,1,0,20.71,0.0,14.71,12.9,12.48,1.38
2,10,1,0,20.93,0.0,14.4,12.2,7.92,2.37
2,11,1,0,21.0,0.0,14.37,10.4,11.88,3.39
2,12,1,0,21.08,0.0,14.4,7.7,4.32,4.35
2,13,1,0,21.21,0.0,14.16,11.0,5.52,7.19
2,14,1,0,21.28,0.0,13.91,10.0,1.32,8.09
2,15,1,0,21.35,0.0,13.73,12.4,5.16,11.26
2,16,1,0,21.45,0.0,13.61,18.9,2.64,14.05
2,17,1,0,21.24,0.0,13.99,10.7,5.52,6.64
2,18,1,0,20.95,0.0,15.24,9.2,5.16,2.71
2,19,1,0,20.88,0.0,16.89,10.5,5.04,2.71
2,20,1,0,21.01,0.0,18.0,20.5,4.08,4.05
2,21,1,0,21.02,0.0,18.43,22.3,16.8,4.01
2,22,1,0,20.89,0.0,18.62,17.6,1.8,2.8
2,23,1,0,20.83,0.0,18.37,15.6,1.92,2.08
2,24,1,0,20.81,0.0,17.94,14.3,1.32,1.78
2,1,2,0,20.77,0.0,17.53,12.5,0.48,1.33
2,2,2,0,20.73,0.0,17.12,12.4,3.48,1.23
2,3,2,0,20.66,0.0,16.79,4.8,0.24,0.51
2,4,2,0,20.65,0.0,16.32,6.5,0.12,0.49
2,5,2,0,20.65,0.0,16.07,7.0,1.44,0.48
2,6,2,0,20.65,0.0,15.96,7.0,1.44,0.36
2,7,2,0,20.65,0.0,15.98,6.0,1.68,0.39
2,8,2,0,20.65,0.0,16.05,10.7,16.56,0.65
2,9,2,0,20.7,0.0,15.92,13.9,7.2,1.5
2,10,2,0,20.86,0.0,15.61,11.6,14.52,2.12
2,11,2,0,20.88,0.0,15.51,8.5,6.36,2.88
2,12,2,0,21.06,0.0,15.55,12.6,17.4,4.22
2,13,2,0,21.13,0.0,15.94,9.6,0.96,4.61
2,14,2,0,21.18,0.0,16.34,9.3,0.84,5.48
2,15,2,0,21.27,0.0,16.52,11.0,2.04,7.41
2,16,2,0,21.13,0.0,17.01,6.7,3.36,5.72
2,17,2,0,20.98,0.0,17.86,8.8,3.12,3.62
2,18,2,0,20.82,0.0,19.04,9.5,6.12,1.95
2,19,2,0,20.78,0.0,20.08,10.9,8.52,2.05
2,20,2,0,20.82,0.0,20.46,17.2,3.96,2.37
2,21,2,0,20.85,0.0,20.16,21.2,5.4,2.64
2,22,2,0,20.85,0.0,19.7,23.6,6.6,2.89
2,23,2,0,20.77,0.0,19.51,13.3,0.6,1.43
2,24,2,0,20.74,0.0,19.21,13.4,0.24,1.34
2,1,3,0,20.69,0.0,19.0,10.4,0.24,0.97
2,2,3,0,20.65,0.0,18.79,6.3,0.24,0.81
2,3,3,0,20.65,0.0,18.56,8.8,6.6,0.82
2,4,3,0,20.65,0.0,18.38,5.7,4.2,0.64
2,5,3,0,20.65,0.0,18.36,5.7,0.24,0.64
2,6,3,0,20.65,0.0,18.64,7.5,5.28,0.69
2,7,3,0,20.65,0.0,19.13,7.4,2.52,0.77
2,8,3,0,20.65,0.0,19.5,7.7,11.52,0.69
2,9,3,0,20.66,0.0,19.44,15.0,3.72,1.18
2,10,3,0,20.65,0.0,19.13,11.9,6.48,0.94
2,11,3,0,20.65,0.0,18.74,7.9,8.64,0.8
2,12,3,0,20.65,0.0,18.91,7.0,8.28,0.91
2,13,3,0,20.65,0.0,19.23,7.9,2.52,1.2
2,14,3,0,20.73,0.0,19.6,8.4,8.28,2.13
2,15,3,0,20.8,0.0,19.93,7.4,0.6,2.29
2,16,3,0,20.79,0.0,19.74,6.5,4.32,2.14
2,17,3,0,20.78,0.0,19.54,6.4,1.8,1.97
2,18,3,0,20.75,0.0,19.8,7.5,5.52,1.6
2,19,3,0,20.81,0.0,20.06,13.8,3.36,2.12
2,20,3,0,20.86,0.0,19.83,21.1,2.76,3.25
2,21,3,0,20.83,0.0,19.2,15.0,11.16,2.17
2,22,3,0,20.83,0.0,18.62,19.9,13.2,2.9
2,23,3,0,20.83,0.0,18.15,18.6,0.84,2.58
2,24,3,0,20.77,0.0,17.77,9.7,1.2,1.37
2,1,4,0,20.7,0.0,17.46,6.3,1.08,1.01
2,2,4,0,20.67,0.0,17.35,8.1,0.48,1.09
2,3,4,0,20.67,0.0,16.98,11.0,0.48,1.02
2,4,4,0,20.65,0.0,16.47,6.6,0.12,0.71
2,5,4,0,20.65,0.0,15.97,4.8,0.6,0.46
2,6,4,0,20.65,0.0,15.48,8.5,1.56,0.54
2,7,4,0,20.65,0.0,14.98,6.2,2.88,0.41
2,8,4,0,20.65,0.0,14.65,9.8,23.16,0.5
2,9,4,0,20.65,0.0,14.27,14.9,21.36,0.88
2,10,4,0,20.65,0.0,13.78,9.8,9.12,0.54
2,11,4,0,20.65,0.0,13.35,10.3,15.96,0.65
2,12,4,0,20.65,0.0,13.24,7.9,2.4,0.54
2,13,4,0,20.65,0.0,13.36,9.8,3.24,0.87
2,14,4,0,20.7,0.0,13.37,11.7,2.4,2.03
2,15,4,0,20.81,0.0,13.22,12.4,3.36,2.52
2,16,4,0,20.88,0.0,12.94,11.3,0.36,2.74
2,17,4,0,20.76,0.0,13.1,6.7,2.16,1.78
2,18,4,0,20.65,0.0,13.75,7.2,0.96,1.06
2,19,4,0,20.67,0.0,14.42,12.8,2.76,1.26
2,20,4,0,20.67,0.0,14.74,14.5,3.72,1.11
2,21,4,0,20.65,0.0,14.65,11.9,4.8,0.94
2,22,4,0,20.67,0.0,14.41,18.0,2.28,1.05
2,23,4,0,20.65,0.0,14.08,15.5,2.76,0.76
2,24,4,0,20.65,0.0,13.69,9.1,0.36,0.23
2,1,5,0,20.65,0.0,13.3,7.3,0.84,0.02
2,2,5,0,20.65,0.0,12.98,6.4,3.12,0.02
2,3,5,0,20.63,0.0,12.74,5.4,2.04,0.0
2,4,5,0,20.64,0.0,12.52,8.6,0.12,0.0
2,5,5,0,20.63,0.0,12.47,7.1,0.36,0.0
2,6,5,0,20.62,0.0,12.43,6.0,4.8,0.0
2,7,5,0,20.63,0.0,12.32,8.4,12.84,0.0
2,8,5,0,20.64,0.0,12.25,10.2,15.6,0.06
2,9,5,0,20.65,0.0,12.01,14.0,13.44,0.71
2,10,5,0,20.65,0.0,11.52,9.3,11.28,0.7
2,11,5,0,20.65,0.0,11.14,10.2,4.68,1.08
2,12,5,0,20.65,0.0,10.94,10.2,1.2,0.5
2,13,5,0,20.65,0.0,10.76,11.1,8.64,0.98
2,14,5,0,20.65,0.0,10.62,10.8,3.84,1.16
2,15,5,0,20.65,0.0,10.55,10.8,4.92,0.69
2,16,5,0,20.65,0.0,10.6,7.6,0.72,0.33
2,17,5,0,20.65,0.0,10.93,7.3,1.32,0.11
2,18,5,0,20.65,0.0,11.77,14.9,4.32,0.66
2,19,5,0,20.65,0.0,12.84,9.8,2.64,0.4
2,20,5,0,20.65,0.0,13.57,15.5,2.16,0.68
2,21,5,0,20.65,0.0,13.9,11.6,3.72,0.55
2,22,5,0,20.65,0.0,14.05,17.9,1.92,0.86
2,23,5,0,20.65,0.0,14.24,12.2,0.84,0.62
2,24,5,0,20.65,0.0,14.54,11.5,1.08,0.54
2,1,6,0,20.65,0.0,14.89,11.3,3.48,0.52
2,2,6,0,20.65,0.0,15.18,6.5,0.6,0.27
2,3,6,0,20.65,0.0,15.37,8.5,0.48,0.33
2,4,6,0,20.65,0.0,15.45,6.2,0.72,0.31
2,5,6,0,20.65,0.0,15.56,6.7,0.24,0.24
2,6,6,0,20.65,0.0,15.69,6.6,0.84,0.29
2,7,6,0,20.65,0.0,15.99,6.4,10.08,0.29
2,8,6,0,20.65,0.0,16.33,6.6,3.84,0.28
2,9,6,0,20.65,0.0,16.4,8.8,7.56,0.56
2,10,6,0,20.65,0.0,16.3,10.5,20.88,0.74
2,11,6,0,20.65,0.0,16.19,8.0,10.2,0.85
2,12,6,0,20.65,0.0,16.32,7.8,12.72,0.9
2,13,6,0,20.65,0.0,16.68,8.7,9.72,1.16
2,14,6,0,20.65,0.0,16.9,10.3,1.56,1.26
2,15,6,0,20.65,0.0,16.32,11.4,2.88,1.25
2,16,6,0,20.65,0.0,15.47,7.7,7.2,1.04
2,17,6,0,20.65,0.0,15.13,9.1,10.92,0.9
2,18,6,0,20.65,0.0,15.57,7.7,8.64,0.96
2,19,6,0,20.65,0.0,16.35,10.2,13.68,1.03
2,20,6,0,20.68,0.0,16.54,15.0,2.4,1.24
2,21,6,0,20.69,0.0,16.13,15.0,4.56,1.24
2,22,6,0,20.74,0.0,15.48,19.0,3.36,1.32
2,23,6,0,20.69,0.0,15.08,15.2,2.64,1.11
2,24,6,0,20.65,0.0,15.27,9.5,1.44,0.6
2,1,7,0,20.65,0.0,15.76,8.9,0.36,0.6
2,2,7,0,20.65,0.0,16.02,8.3,0.6,0.5
2,3,7,0,20.65,0.0,16.01,8.2,0.6,0.38
2,4,7,0,20.65,0.0,15.84,5.4,0.96,0.24
2,5,7,0,20.65,0.0,15.63,4.9,0.24,0.07
2,6,7,0,20.65,0.0,15.44,9.2,0.84,0.37
2,7,7,0,20.65,0.0,15.32,8.1,1.68,0.24
2,8,7,0,20.65,0.0,15.32,6.7,6.96,0.29
2,9,7,0,20.65,0.0,15.0,11.6,6.6,0.76
2,10,7,0,20.65,0.0,13.99,11.0,9.6,1.07
2,11,7,0,20.69,0.0,12.84,12.1,6.24,1.7
2,12,7,0,20.74,0.0,11.98,8.9,9.96,2.2
2,13,7,0,20.76,0.0,11.47,8.8,6.24,2.6
2,14,7,0,20.75,0.0,11.14,11.4,8.28,2.13
2,15,7,0,20.82,0.0,10.7,10.7,1.2,2.44
2,16,7,0,20.92,0.0,10.43,13.6,4.56,3.33
2,17,7,0,20.91,0.0,10.68,12.5,8.76,2.61
2,18,7,0,20.74,0.0,11.51,7.6,4.68,1.35
2,19,7,0,20.76,0.0,12.43,15.5,5.64,1.55
2,20,7,0,20.78,0.0,12.99,17.7,3.36,1.54
2,21,7,0,20.77,0.0,13.04,18.1,6.96,1.4
2,22,7,0,20.72,0.0,12.97,15.6,1.68,1.03
2,23,7,0,20.67,0.0,12.93,12.5,2.88,0.84
2,24,7,0,20.65,0.0,12.8,14.9,1.44,0.73
2,1,1,0,20.65,0.0,12.67,12.0,0.6,0.5
2,2,1,0,20.65,0.0,12.52,8.2,0.36,0.18
2,3,1,0,20.65,0.0,12.34,7.4,0.36,0.06
2,4,1,0,20.65,0.0,12.25,7.5,0.48,0.11
2,5,1,0,20.65,0.0,12.23,7.7,0.84,0.02
2,6,1,0,20.65,0.0,12.27,8.0,1.8,0.1
2,7,1,0,20.65,0.0,12.39,9.6,7.68,0.09
2,8,1,0,20.65,0.0,12.55,8.3,13.2,0.15
2,9,1,0,20.65,0.0,12.47,13.1,17.16,0.52
2,10,1,0,20.65,0.0,12.13,13.0,7.44,0.67
2,11,1,0,20.69,0.0,11.89,12.4,3.6,1.68
2,12,1,0,20.74,0.0,11.87,8.6,2.76,1.9
2,13,1,0,20.73,0.0,12.14,8.9,0.84,1.92
2,14,1,0,20.76,0.0,12.56,10.6,3.6,2.34
2,15,1,0,20.83,0.0,12.61,10.4,3.84,2.55
2,16,1,0,20.83,0.0,12.61,16.8,1.44,2.15
2,17,1,0,20.74,0.0,12.92,13.3,4.32,1.32
2,18,1,0,20.67,0.0,13.74,7.8,3.24,0.94
2,19,1,0,20.68,0.0,14.75,13.1,5.16,1.16
2,20,1,0,20.74,0.0,15.14,18.5,7.92,1.46
2,21,1,0,20.71,0.0,15.33,14.4,8.76,1.19
2,22,1,0,20.73,0.0,15.4,18.0,2.28,1.26
2,23,1,0,20.7,0.0,15.48,15.2,3.12,1.11
2,24,1,0,20.67,0.0,15.5,13.0,0.36,0.86
2,1,2,0,20.67,0.0,15.56,13.9,4.32,0.98
2,2,2,0,20.65,0.0,15.54,5.8,1.92,0.43
2,3,2,0,20.65,0.0,15.51,6.7,0.36,0.47
2,4,2,0,20.65,0.0,15.48,7.9,0.48,0.55
2,5,2,0,20.65,0.0,15.49,5.5,0.84,0.34
2,6,2,0,20.65,0.0,15.65,7.5,1.32,0.58
2,7,2,0,20.65,0.0,15.99,7.9,2.52,0.51
2,8,2,0,20.65,0.0,16.21,10.7,26.88,0.87
2,9,2,0,20.66,0.0,16.03,13.7,5.76,1.22
2,10,2,0,20.69,0.0,15.68,12.3,14.4,1.51
2,11,2,0,20.73,0.0,15.16,10.1,2.28,1.78
2,12,2,0,20.76,0.0,14.43,8.0,11.16,2.13
2,13,2,0,20.78,0.0,13.95,6.5,1.92,2.47
2,14,2,0,20.83,0.0,13.59,7.7,1.8,2.55
2,15,2,0,20.87,0.0,13.25,7.7,1.92,2.72
2,16,2,0,20.91,0.0,13.15,11.9,6.0,3.57
2,17,2,0,20.87,0.0,13.43,6.6,1.56,2.42
2,18,2,0,20.83,0.0,14.45,9.8,3.24,2.09
2,19,2,0,20.83,0.0,15.91,11.0,2.76,2.06
2,20,2,0,20.83,0.0,17.0,15.4,3.6,2.65
2,21,2,0,20.83,0.0,17.46,14.8,4.68,2.28
2,22,2,0,20.85,0.0,17.78,20.7,6.12,3.14
2,23,2,0,20.83,0.0,18.11,16.2,1.32,2.17
2,24,2,0,20.81,0.0,18.18,12.9,0.84,1.43
2,1,3,0,20.74,0.0,18.17,10.4,2.64,1.23
2,2,3,0,20.68,0.0,18.09,8.8,6.84,0.86
2,3,3,0,20.65,0.0,17.73,5.7,0.72,0.54
2,4,3,0,20.65,0.0,17.05,8.6,0.36,0.44
2,5,3,0,20.65,0.0,16.4,7.7,0.12,0.21
2,6,3,0,20.65,0.0,15.81,7.2,5.4,0.13
2,7,3,0,20.65,0.0,15.31,9.3,5.88,0.08
2,8,3,0,20.65,0.0,14.91,10.0,16.68,0.17
2,9,3,0,20.65,0.0,14.3,12.2,3.24,0.17
2,10,3,0,20.65,0.0,13.37,12.6,1.56,0.17
2,11,3,0,20.65,0.0,12.54,10.7,3.96,0.17
2,12,3,0,20.65,0.0,11.93,8.3,17.04,0.0
2,13,3,0,20.65,0.0,11.56,7.0,4.2,0.0
2,14,3,0,20.65,0.0,11.24,8.1,3.0,0.04
2,15,3,0,20.65,0.0,10.91,11.1,3.24,0.24
2,16,3,0,20.64,0.0,10.69,6.9,3.0,0.0
2,17,3,0,20.63,0.0,10.75,8.1,8.52,0.0
2,18,3,0,20.63,0.0,11.33,9.8,2.88,0.0
2,19,3,0,20.62,0.0,12.09,10.3,3.6,0.0
2,20,3,0,20.63,0.0,12.27,14.2,3.48,0.0
2,21,3,0,20.63,0.0,11.95,18.1,8.64,0.0
2,22,3,0,20.64,0.0,11.53,21.0,6.6,0.0
2,23,3,0,20.59,0.0,11.17,11.7,7.68,0.0
2,24,3,0,20.58,0.0,10.7,15.6,0.6,0.0
2,1,4,0,20.56,0.0,10.41,5.8,2.28,0.0
2,2,4,0,20.56,0.0,10.21,10.9,0.48,0.0
2,3,4,0,20.56,0.0,10.04,7.7,0.24,0.0
2,4,4,0,20.56,0.0,9.89,6.4,0.6,0.0
2,5,4,0,20.56,0.0,9.75,7.8,0.84,0.0
2,6,4,0,20.56,0.0,9.63,7.2,0.96,0.0
2,7,4,0,20.56,0.0,9.65,8.1,2.16,0.0
2,8,4,0,20.56,0.0,9.76,10.8,12.72,0.0
2,9,4,0,20.57,0.0,9.55,13.5,17.52,0.0
2,10,4,0,20.63,0.0,8.96,17.6,10.08,0.05
2,11,4,0,20.65,0.0,8.53,13.9,13.68,0.28
2,12,4,0,20.65,0.0,8.34,11.3,9.6,0.69
2,13,4,0,20.66,0.0,8.43,13.0,0.96,1.03
2,14,4,0,20.67,0.0,8.59,12.9,0.84,1.34
2,15,4,0,20.66,0.0,8.7,11.8,1.08,1.75
2,16,4,0,20.69,0.0,8.87,14.1,0.72,1.67
2,17,4,0,20.65,0.0,9.42,6.6,0.96,0.7
2,18,4,0,20.63,0.0,10.34,7.8,1.08,0.02
2,19,4,0,20.65,0.0,11.3,14.3,6.12,0.05
2,20,4,0,20.64,0.0,11.73,16.5,5.88,0.0
2,21,4,0,20.63,0.0,11.73,16.9,2.88,0.0
2,22,4,0,20.62,0.0,11.68,13.6,4.92,0.0
2,23,4,0,20.61,0.0,11.58,15.2,0.96,0.0
2,24,4,0,20.59,0.0,11.51,10.5,0.48,0.0
2,1,5,0,20.58,0.0,11.52,10.4,1.8,0.0
2,2,5,0,20.57,0.0,11.4,7.4,0.36,0.0
2,3,5,0,20.56,0.0,11.31,6.6,0.6,0.0
2,4,5,0,20.56,0.0,11.3,5.9,0.84,0.0
2,5,5,0,20.58,0.0,11.28,8.7,0.48,0.0
2,6,5,0,20.58,0.0,11.4,7.0,6.0,0.0
2,7,5,0,20.6,0.0,11.81,10.0,14.64,0.0
2,8,5,0,20.62,0.0,12.26,9.9,7.08,0.0
2,9,5,0,20.7,0.0,12.41,14.4,6.36,0.71
2,10,5,0,20.84,0.0,12.38,12.2,11.64,1.4
2,11,5,0,20.93,0.0,12.5,12.5,4.68,2.69
2,12,5,0,21.04,0.0,12.69,11.3,5.52,3.73
2,13,5,0,21.15,0.0,12.72,10.8,15.6,5.41
2,14,5,0,21.21,0.0,12.63,9.1,1.32,6.13
2,15,5,0,21.27,0.0,12.44,8.1,1.68,8.04
2,16,5,0,21.25,0.0,12.56,7.7,1.68,8.8
2,17,5,0,21.14,0.0,13.07,9.9,3.48,7.27
2,18,5,0,20.97,0.0,14.09,12.2,1.44,3.22
2,19,5,0,20.9,0.0,15.27,11.9,6.84,2.61
2,20,5,0,20.89,0.0,15.98,16.2,3.6,2.95
2,21,5,0,20.87,0.0,16.47,15.6,1.2,2.65
2,22,5,0,20.85,0.0,16.82,16.4,4.08,2.45
2,23,5,0,20.8,0.0,17.22,11.8,1.32,1.55
2,24,5,0,20.76,0.0,17.63,11.4,0.96,1.39
2,1,6,0,20.72,0.0,17.88,10.3,0.48,1.11
2,2,6,0,20.66,0.0,17.77,7.6,1.08,0.91
2,3,6,0,20.65,0.0,17.63,6.2,0.36,0.58
2,4,6,0,20.65,0.0,17.59,4.8,0.6,0.4
2,5,6,0,20.65,0.0,17.73,7.9,0.36,0.52
2,6,6,0,20.65,0.0,18.13,7.5,0.6,0.46
2,7,6,0,20.65,0.0,18.62,6.4,6.48,0.43
2,8,6,0,20.66,0.0,18.9,9.9,5.76,0.86
2,9,6,0,20.84,0.0,18.62,8.7,4.68,1.4
2,10,6,0,21.07,0.0,17.98,12.2,12.24,3.87
2,11,6,0,21.08,0.0,17.57,9.1,13.2,4.13
2,12,6,0,21.19,0.0,17.04,11.5,15.0,6.5
2,13,6,0,21.23,0.0,16.76,7.6,7.56,6.46
2,14,6,0,21.42,0.0,16.35,19.2,3.84,12.77
2,15,6,0,21.34,0.0,16.25,8.6,1.92,10.22
2,16,6,0,21.38,0.0,16.14,12.5,6.36,11.88
2,17,6,0,21.26,0.0,16.35,9.7,2.52,7.68
2,18,6,0,21.13,0.0,17.28,13.7,17.28,4.51
2,19,6,0,20.99,0.0,18.54,11.7,14.28,3.25
2,20,6,0,20.9,0.0,19.49,12.1,1.56,2.66
2,21,6,0,20.89,0.0,19.6,17.0,11.28,3.08
2,22,6,0,20.85,0.0,19.79,13.9,1.2,2.02
2,23,6,0,20.79,0.0,19.85,10.7,1.32,1.47
2,24,6,0,20.77,0.0,19.8,12.2,0.6,1.4
2,1,7,0,20.8,0.0,19.61,17.0,2.16,1.48
2,2,7,0,20.71,0.0,19.62,9.6,1.2,0.99
2,3,7,0,20.65,0.0,19.48,6.6,0.24,0.64
2,4,7,0,20.65,0.0,19.16,6.5,0.96,0.65
2,5,7,0,20.65,0.0,19.09,7.6,0.48,0.55
2,6,7,0,20.65,0.0,19.13,5.6,2.16,0.34
2,7,7,0,20.65,0.0,19.19,7.2,1.08,0.4
2,8,7,0,20.65,0.0,19.34,10.3,3.6,0.55
2,9,7,0,20.65,0.0,19.12,8.0,5.88,0.57
2,10,7,0,20.65,0.0,18.73,9.3,20.88,0.65
2,11,7,0,20.65,0.0,18.41,12.4,15.12,0.93
2,12,7,0,20.65,0.0,18.1,8.8,12.48,0.76
2,13,7,0,20.65,0.0,17.94,13.1,2.04,1.05
2,14,7,0,20.65,0.0,17.66,9.0,9.84,0.9
2,15,7,0,20.65,0.0,17.44,9.8,5.04,0.86
2,16,7,0,20.67,0.0,17.58,15.6,1.44,1.26
2,17,7,0,20.65,0.0,18.08,12.8,7.08,0.95
2,18,7,0,20.67,0.0,19.12,15.5,7.32,1.13
2,19,7,0,20.68,0.0,20.46,15.9,4.68,1.14
2,20,7,0,20.67,0.0,21.05,14.9,3.84,0.99
2,21,7,0,20.69,0.0,20.93,17.1,10.32,1.19
2,22,7,0,20.72,0.0,20.75,18.5,2.16,1.19
